Sample;40.control;41.control;70.control;42.stage1;81.stage1;85.stage1;82.stage2;77.stage2;30.stage2;78.stage3;80.stage3;25.stage3;39.stage4;24.stage4;76.stage4
ko:K07033;0.93922104;0.90099403;0.692566405;0.876585888;0.889368425;0.840385061;0.831108572;1.048.641.796;0.834090889;0.74677199;0.690770176;0.727738549;0.700175442;0.688760351;0.764722992
ko:K07035;0.947978755;0.904150747;0.75971511;0.799399458;1.020.475.143;0.804012253;0.943652969;1.070.136.134;0.800770654;0.943429311;0.937451392;0.831302467;0.966015331;0.819920975;0.985452239
ko:K07040;0.665299788;0.750422482;0.6722457;0.698104881;0.691291186;0.735634552;0.609302906;0.71051512;0.632959754;0.635245213;0.695051641;0.638355189;0.666701698;0.606665187;0.598115236
ko:K07042;0.801632929;0.801389585;0.680780122;0.805626737;0.657966633;0.864815796;0.649121618;0.786146156;0.740752976;0.779761113;0.881061589;0.605818564;0.59649893;0.697704441;0.681195796
ko:K07043;0.802086734;0.713749652;0.78150701;0.789513037;0.793240111;0.780800515;0.737740965;0.833056045;0.683308801;0.785643659;0.750780251;0.716307634;0.696143086;0.777919028;0.770378454
ko:K07052;0.722844443;0.724645101;0.714601019;0.809982147;0.674265985;0.782719785;0.771059687;0.777449745;0.756138031;0.723386067;0.716808584;0.663767178;0.681411974;0.708201133;0.726023006
ko:K07053;0.771202041;0.725385892;0.726363553;0.707950048;0.782374994;0.732951925;0.707988915;0.877447828;0.735291953;0.699348371;0.736306875;0.71121236;0.771057611;0.738417538;0.757617946
ko:K07056;0.832356914;0.777252447;0.698005353;0.804500423;0.849147786;0.790223205;0.747173191;0.973628375;0.799180187;0.748935876;0.793651327;0.722898134;0.724119188;0.748068459;0.74869089
ko:K07058;0.863126792;0.780433775;0.765394457;0.830835635;0.780860286;0.821632993;0.724413894;0.826957744;0.77220764;0.783240553;0.617903289;0.898737889;1.109.915.278;0.925459403;0.856530876
ko:K07079;0.756483192;0.747948155;0.691094065;0.720469243;0.938731446;0.726778828;0.798375639;0.838788941;0.818431247;0.798536856;0.789592434;0.805933428;0.689912323;0.704148323;0.763332397
ko:K07082;0.888157894;0.760794202;0.766992174;0.769773695;0.799504267;0.753521323;0.903151161;0.970734422;0.903965841;0.845970778;0.861817894;0.713810111;0.748106677;0.825114127;0.807753193
ko:K07085;0.861828516;0.729596049;0.826325285;0.802597098;0.785390232;0.820848365;0.688209756;0.771655451;0.692868229;0.816798737;0.622287268;0.78526699;0.668223854;0.674588293;0.662484058
ko:K07088;0.757768237;0.777102171;0.76316525;0.761014638;0.739212134;0.761213516;0.738191429;0.806831669;0.763289341;0.666786591;0.728829644;0.726145624;0.727169885;0.769839329;0.800747766
ko:K07089;0.731775613;0.854832953;0.68707978;0.712483389;0.733201488;0.71299664;0.750685199;0.78895278;0.797946428;0.731681801;0.763603688;0.793074419;0.81270396;0.81048414;0.784394506
ko:K07090;0.802434391;0.866181203;0.725994201;0.818583961;0.799502436;0.78388933;0.807986202;0.8634792;0.820406492;0.72314296;0.749401616;0.671311273;0.640801732;0.650528167;0.738028326
ko:K07095;0.770492768;0.773858963;0.656732978;0.751658053;0.774443205;0.743258304;0.771123014;0.68256914;0.70984266;0.705572016;0.692226837;0.785561752;0.725279998;0.695399674;0.717282027
ko:K07098;0.755538202;0.744551167;0.713819297;0.739236754;0.721785237;0.755494616;0.715745244;0.819755064;0.711041516;0.669440292;0.649982354;0.765400734;0.709610337;0.698010975;0.694078465
ko:K07105;0.804872939;0.764691941;0.834438257;0.785796858;0.854999938;0.781431209;0.910847733;0.92745538;0.785740043;0.644331412;0.672463706;0.732158372;0.712275685;0.756510451;0.780976108
ko:K07114;0.894048817;0.649611096;0.71368708;0.784328834;0.814326418;0.7953836;0.72034195;0.640712567;0.693219963;0.959146927;0.608207496;0.774674058;0.648475801;0.660508348;0.652227681
ko:K07124;0.721782858;0.772703405;0.781489141;0.699896445;0.798073171;0.695414851;0.612758695;0.93034248;0.638256241;0.633812274;0.74189053;0.717502393;0.892199741;0.875037845;0.833473218
ko:K07126;0.710329292;0.693855192;0.603686753;0.704086937;0.684833568;0.693105228;0.672605989;0.715305748;0.599460679;0.732476191;0.723088358;0.833016759;0.71370186;0.671367518;0.750921342
ko:K07133;0.781759406;0.863807121;0.886057201;0.81909849;0.733161249;0.844009908;0.720242432;0.70644136;0.751126709;0.760946623;0.819881637;0.766192096;0.70477341;0.682289582;0.660763042
ko:K07137;0.754869492;0.770731884;0.690397316;0.790985552;0.790238938;0.778697941;0.800807458;0.857572451;0.740122776;0.710827126;0.701476652;0.732647463;0.65630789;0.72438443;0.706677627
ko:K07138;0.763951191;0.787871697;0.85068834;0.751895602;0.794296019;0.75181602;1.291.266.263;0.633014875;1.350.242.965;0.712114871;0.79399045;0.696728526;0.760853395;1.009.309.454;0.911687235
ko:K07139;0.806985592;0.72295802;0.826851889;0.825050592;0.781669348;0.807667854;0.796052787;0.764037031;0.771737548;0.647846812;0.744266727;0.765906707;0.666719781;0.694614172;0.697131686
ko:K07150;0.780141958;0.760956355;0.685968321;0.770190529;1.035.948.082;0.752641718;0.745058551;1.222.698.704;0.752175764;0.764489968;0.695717901;0.850008422;0.688192108;0.763371967;0.734770865
ko:K07220;0.726657203;0.744813971;0.707962474;0.747692979;0.736968184;0.772485105;0.682874981;0.843455589;0.82175109;0.732601924;0.715625409;0.711058009;0.674700837;0.698599998;0.670992228
ko:K07238;0.802931981;0.870549984;0.73768847;0.758366132;0.827790494;0.788378803;0.855792952;0.913227119;0.825933103;0.862403493;0.752949168;0.756824214;0.740430752;0.797311054;0.808907001
ko:K07240;0.802329765;0.752558114;0.722214908;0.772216872;0.705557578;0.744475816;0.704808057;0.993250524;0.723305538;0.853135471;0.789269111;0.762307602;0.803401615;0.90742533;0.865645596
ko:K07258;0.79877658;0.798359545;0.699581532;0.822788358;0.815331576;0.801480352;0.733925477;0.732628972;0.753185662;0.701576776;0.702353003;0.702646819;0.759253478;0.720078159;0.739032978
ko:K07260;0.722227754;0.848046491;0.699064958;0.751614895;0.931893985;0.754380494;0.815518496;0.997007389;0.822685666;0.788087462;0.67523214;0.867006965;0.619578886;0.612822955;0.612132982
ko:K07263;0.778949566;0.7703513;0.828385108;0.776398261;0.697247594;0.758074937;0.673584385;0.746613422;0.726326212;0.840884354;0.894910573;0.775489907;0.71988955;0.852789759;0.801685109
ko:K07271;0.961355977;0.898180251;0.775710189;1.044.499.576;0.940586283;0.942314227;0.730529149;0.930426758;0.750787698;113.368.584;0.747554921;0.695374443;0.77084555;0.671645773;0.742667014
ko:K07282;0.74733009;0.746355421;0.877779912;0.793717134;0.708253305;0.781646886;0.722818938;0.760044653;0.70678539;0.66177096;0.720291938;0.744279038;0.684942674;0.693502949;0.733422601
ko:K07301;0.890340187;0.745963395;0.760163661;0.866195663;0.830081935;0.840582842;0.76959174;0.788084706;0.770422991;0.802749758;0.98679034;0.776709796;0.932974806;0.877314026;0.814149435
ko:K07304;0.747025009;0.712848916;0.709284563;0.756979871;0.643122277;0.757569888;0.633797636;1.051.068.559;0.701656441;0.664717377;0.640846012;0.709313137;0.910999672;0.939724616;0.811266045
ko:K07316;0.776447805;0.739106495;0.731972576;0.782432025;0.732007737;0.838132484;0.822960049;0.704164361;0.735016395;0.851660579;0.838988248;0.637314739;0.761468225;0.687556941;0.686171902
ko:K07335;0.95463409;0.988874302;0.821274563;0.97135634;1.170.699.918;0.935190891;0.984395411;1.248.156.929;0.954573916;1.043.493.289;0.973917403;0.896250142;0.885530318;0.823441245;0.955743141
ko:K07386;0.796657259;0.810874341;0.847079013;0.820446435;0.768986489;0.771058794;0.584009986;0.788224398;0.597039813;0.760770166;0.702725527;0.791825197;0.965996417;0.821188195;0.755458969
ko:K07391;0.831254356;0.806118077;0.716071362;0.797394675;0.914969237;0.787681035;0.653259643;0.763249002;0.645384876;0.782430588;0.690981547;0.735972533;0.786857969;0.723200734;0.735208092
ko:K07404;0.843160015;0.790965405;0.74482488;0.65848381;0.665294355;0.713133883;0.683826587;0.794171112;0.729228309;0.703764977;0.669508056;0.834962737;0.639987124;0.703373955;0.60311513
ko:K07407;0.788402399;0.784688025;0.725359633;0.78897235;0.766554835;0.780852289;0.667224736;0.716920089;0.687746748;0.764660817;0.896414703;0.756906709;0.662951073;0.663952792;0.67176604
ko:K07444;0.747806676;0.825448654;0.734453716;0.731579863;0.794017845;0.726742621;0.70385647;0.877596931;0.70569343;0.794697968;0.820767603;0.714072299;0.729318265;0.754183904;0.729703791
ko:K07452;0.76514654;0.909493369;0.600702426;0.808017298;0.707312195;0.72439568;0.860860411;0.853067045;0.754222583;0.876496548;0.787146416;0.99499137;0.845697099;0.674944937;0.678649759
ko:K07456;0.806320497;0.766513237;0.772579248;0.826354992;0.797061647;0.805926683;0.791837959;0.803775895;0.800133082;0.847969308;0.744963906;0.756103268;0.699580468;0.74265562;0.726640923
ko:K07462;0.824073152;0.802170305;0.790167024;0.783256578;0.846553328;0.781492286;0.76600031;0.90859505;0.797576494;0.718610353;0.832346669;0.744040901;0.639342059;0.718657231;0.703832064
ko:K07464;0.678972238;0.687488366;0.924801814;0.750519012;0.74337544;0.738688055;0.711647614;0.787027475;0.703881005;0.66006207;0.708646707;0.684428563;0.657830234;0.717965123;0.692677877
ko:K07478;0.807236489;0.746901072;0.695906593;0.794278143;0.810157407;0.763010215;0.752604126;0.973715805;0.768639447;0.688684036;0.780662084;0.718062969;0.838691401;0.82591669;0.888319346
ko:K07496;0.851356248;0.926076773;0.537903105;0.750906196;0.734721522;0.785991901;0.631531556;0.886540829;0.686598291;0.527148581;0.709018961;0.623390646;0.709782322;0.666097084;0.67863813
ko:K07502;0.663607819;0.818207278;0.709538108;1.063.945.004;0.673350981;0.965700008;0.710873253;0.678951248;0.70801401;0.60568656;0.711044935;0.601572944;0.658231361;0.661394932;0.674576338
ko:K07507;0.86567147;0.785160372;0.680638077;0.716802806;0.801268304;0.691004931;0.771463146;1.046.467.069;0.716213142;0.677816306;0.613233897;0.811506729;0.850758999;0.721284562;0.884187811
ko:K07533;0.813028899;0.888773973;0.757398353;0.885455708;0.741370044;0.838206723;0.867738596;0.799287194;0.78287128;0.720885396;0.697561039;0.708093061;0.734072031;0.704592759;0.71359925
ko:K07560;0.875939807;0.775092353;0.712855162;0.85667245;0.820211859;0.732537806;0.584590113;0.883655166;0.70356048;0.921377008;0.731379201;0.69677566;0.53287252;0.798245739;0.708266468
ko:K07566;0.79343123;0.790262955;0.816941537;0.764006104;0.810110663;0.770830763;0.692142906;0.833460216;0.682828002;0.737905193;0.657136658;0.691020502;0.699044764;0.648095558;0.693898096
ko:K07568;0.784124674;0.764498387;0.858879614;0.789933373;0.862802689;0.781303921;0.801379515;0.841882086;0.8008224;0.770187407;0.732668097;0.744681049;0.562059089;0.747447517;0.743371467
ko:K07576;0.770402387;0.822780321;0.929629525;0.873452039;0.80374113;0.841470811;0.693918268;0.743023083;0.696297847;0.708640349;0.679389539;0.702874748;0.760365766;0.675921275;0.687419985
ko:K07636;0.789111248;0.73466763;0.782987002;0.756771159;0.77348715;0.747720129;0.743414912;0.80777054;0.764205065;0.706368792;0.668328461;0.713904266;0.718395226;0.741900089;0.746019167
ko:K07646;0.720595381;0.744669844;0.731185141;0.770965678;0.75960072;0.763962122;0.708832838;0.862238492;0.713045428;0.664026875;0.684810216;0.788817673;0.715794352;0.631991907;0.642298434
ko:K07658;0.812712552;0.747761333;0.752228529;0.797059336;0.867300208;0.786166502;0.80371981;0.801568768;0.764873006;0.795506294;0.686805579;0.740513555;0.845026041;0.765268867;0.810496248
ko:K07667;0.874050307;0.803143565;0.754355101;0.796199922;0.924104867;0.847770193;0.868994228;0.992157394;0.858558501;0.728296543;0.815234294;0.648674933;0.977018378;0.959207095;0.892441567
ko:K07699;0.747999224;0.801044835;0.705585462;0.780379579;0.785395313;0.778670755;0.750108654;0.830448545;0.706713436;0.710761165;0.68034769;0.689978233;0.743405722;0.685901628;0.717274401
ko:K07718;0.698367494;0.784292427;0.633436737;0.70967419;0.661274456;0.691312035;0.706758571;0.723722766;0.710603563;0.69914898;0.697669669;0.688518146;0.869146097;0.821116552;0.84400603
ko:K07720;0.699083503;0.729961687;0.680649952;0.695967951;0.671695285;0.726584688;0.683521562;0.725426637;0.684283112;0.651449317;0.614082238;0.70775881;0.729970897;0.683282628;0.692670772
ko:K07814;0.709124278;0.75377238;0.626761901;0.693092377;0.681853719;0.651344913;0.667995181;0.671314867;0.6846672;0.70710965;0.634243703;0.708899569;0.742863202;0.669548418;0.674848924
ko:K07816;0.707154306;0.76742866;0.829496569;0.646707176;0.708372769;0.633122761;0.727544431;0.750922755;0.67741753;0.718925816;0.738123401;0.630069171;0.712939388;0.67507397;0.673583055
ko:K08177;0.684501729;0.895287549;0.739602686;0.718267953;0.889782016;0.931036082;0.748594722;0.976477059;0.683608165;0.792881201;0.768614596;0.787314;0.784149573;0.535787563;0.701431724
ko:K08301;0.824103861;0.795657337;0.82095567;0.857331953;0.75099459;0.888259675;0.66142652;0.668980743;0.668490085;0.698851328;0.774627183;0.755843471;0.680719048;0.692069903;0.699333765
ko:K08303;0.801177728;0.787923486;0.766017567;0.845106786;0.858154132;0.820283627;0.759428538;0.857550635;0.718069744;0.771529044;0.845312181;0.732825498;0.738735375;0.756882685;0.755885285
ko:K08316;0.768363548;0.812605958;0.728628005;0.818009281;0.816000629;0.870876548;0.708219873;0.793905414;0.690020283;0.637962189;0.75952869;0.810854517;0.881570469;0.750298057;0.67879558
ko:K08384;0.760721847;0.807957835;0.741085728;0.791854854;0.806109844;0.777515409;0.698786408;0.809487762;0.687819479;0.735273249;0.659768162;0.689137996;0.706974128;0.672060967;0.72868071
ko:K08483;0.75724344;0.880924837;0.68185436;0.799324463;0.822284444;0.799905523;0.780056054;0.89403794;0.798195504;0.871776376;0.872598074;0.74984057;0.714991504;0.703756587;0.800200899
ko:K08591;0.739782202;0.770387183;0.696883054;0.717609275;0.764650152;0.719889951;0.691809178;0.779774209;0.659377227;0.848534194;0.767169011;0.68901646;1.006.772.839;0.693763784;0.691627575
ko:K08600;0.696967322;0.771577174;0.662145248;0.696515281;0.82326139;0.702798061;0.645497301;0.78973694;0.706550069;0.645417427;0.745717613;0.662923999;0.677135039;0.637425917;0.646718323
ko:K08602;0.91453507;0.806943532;0.741029517;0.786529123;0.806705702;0.769168411;0.888808822;0.744475639;0.844751476;0.815650166;0.758205043;0.725585833;0.833015483;0.752071926;0.779903798
ko:K08884;0.763849795;0.742881938;0.780763664;0.779529879;0.739815608;0.741244319;0.588738729;0.613955809;0.595727061;0.687255944;0.777289737;0.822916935;0.599901896;0.590805276;0.696904694
ko:K09015;0.905547743;0.866891606;0.601635967;0.888149638;0.950548518;0.86917182;0.919143361;0.773942898;0.796338473;0.934215196;0.565212452;0.754492266;0.632826344;0.687289962;0.71146625
ko:K09121;0.77103981;0.707015696;0.688888621;0.754560862;0.779418548;0.727978866;0.702539809;0.767645094;0.808622119;0.66213521;0.722353081;0.831180337;0.846639109;0.765388582;0.786499112
ko:K09157;0.877118753;0.849969317;0.684472126;0.809885147;1.022.255.456;0.834067831;0.980747202;0.984724866;1.105.760.977;0.867261551;1.004.232.636;0.716160063;0.750482871;0.817508537;0.811755417
ko:K09458;0.892246591;0.891286948;0.790151274;0.884611081;0.847906118;0.865144023;0.81805093;0.947854079;0.848202636;0.837252441;0.877162267;0.779636023;1.142.204.196;0.86934686;0.891086493
ko:K09459;0.783632358;0.94309109;0.661487524;0.938025508;0.719573155;0.99603269;0.637721204;0.759123505;0.650719951;0.693811078;0.953568837;0.938413587;0.721995022;0.663605746;0.699010166
ko:K09698;0.844337347;0.827298396;0.723115309;0.827347312;0.880772501;0.823337964;0.843798856;1.106.071.264;0.858518722;0.771812772;0.777103751;0.698041253;0.698161635;0.736648358;0.749930206
ko:K09748;0.786547205;0.815729143;0.68669248;0.904232264;0.777062326;0.826118432;0.767323044;0.886900085;0.793134461;0.677922882;1.003.172.749;0.761566837;0.882430337;0.996402326;0.859432737
ko:K09761;0.772330138;0.763599034;0.691408149;0.726154554;0.779844851;0.71767736;0.878700418;0.796413967;0.868207421;0.613363208;0.66020555;0.789216223;0.779458487;0.70629618;0.713978741
ko:K09762;0.782580455;0.73532552;0.695069355;0.746468823;0.810982134;0.730492933;0.68394069;0.864475883;0.627652893;0.733334907;0.673725239;0.682081914;0.705701725;0.633347126;0.633999584
ko:K09765;0.814076432;0.784931361;0.705907482;0.805195681;0.748763727;0.778834015;0.699939831;0.725915081;0.685270977;0.714143836;0.627199547;0.733366351;0.6981891;0.714271783;0.670652756
ko:K09769;0.818586803;0.820982821;0.645447568;0.795691516;0.918020022;0.790561895;0.626881568;1.451.110.106;0.789354938;0.762561575;1.033.820.268;0.747693067;0.66626442;0.780775619;0.729221171
ko:K09809;0.841717768;0.80811326;0.932599537;0.94481526;0.84279314;0.908704013;0.847384943;0.728839245;0.784600342;1.082.716.278;0.822833669;0.921813075;0.819069097;0.730307748;0.769989104
ko:K09811;0.861215082;0.809905435;0.662264386;0.807367073;0.880045317;0.785282925;0.715403358;0.805940907;0.687216683;0.756376624;0.660738914;0.702879114;0.664442575;0.72288374;0.741064149
ko:K09812;0.737996776;0.789641837;0.665644169;0.723325715;0.773512085;0.701969051;0.740957913;0.729828301;0.708568555;0.766022433;0.691511875;0.668041169;0.748498555;0.857656661;0.83064326
ko:K09815;0.774746051;0.748218479;0.74052321;0.734732252;0.776467749;0.730884042;0.808850586;0.88904629;0.831628744;0.795467385;0.699990238;0.727388685;0.793012979;0.750109101;0.765481946
ko:K09816;0.84492514;0.772340939;0.677827019;0.852316717;0.769335032;0.870277397;0.909506728;0.871969357;0.821559148;0.654629614;0.703228408;0.813397573;0.753867659;0.802809952;0.801139562
ko:K09817;0.86916061;0.814316965;0.700375672;0.803707165;0.794749286;0.810327453;0.703400646;0.859630318;0.720508453;0.78613214;0.810750937;0.688593953;0.931517413;0.847273943;0.80553099
ko:K09861;0.788988674;0.661864978;0.65466831;0.746633268;0.672842772;0.739242804;0.623353557;0.739496702;0.73977851;0.548420271;0.587263929;0.732091524;0.568780916;0.60371529;0.645992552
ko:K09955;0.756688925;0.743724608;0.733781554;0.765902371;0.669807467;0.777326235;0.693936073;0.663340619;0.681146537;0.735635456;0.704872005;0.764136393;0.703652581;0.652566919;0.665696467
ko:K09974;0.847920176;0.717318586;0.645145827;1.038.550.915;0.921658363;1.037.807.713;0.797890505;0.556680785;0.962451456;0.76401774;0.592572906;0.663806265;0.700851946;0.700299229;0.691474996
ko:K10112;0.884710623;1.009.829.178;0.81107318;0.86360584;1.173.733.277;0.874371716;0.834788993;1.081.975.644;0.850877354;0.746247878;0.722515546;0.947429891;0.96485242;1.009.632.832;1.133.603.719
ko:K10118;0.723136736;0.889026176;0.714372499;0.752209611;0.673355977;0.759065479;0.683334914;0.821121884;0.621252344;0.71947412;0.6566775;0.741915114;0.620485079;0.63659831;0.671694177
ko:K10119;0.766227052;0.766883886;0.718525185;0.685728628;0.76100658;0.739417779;0.745801381;0.73224311;0.693516112;0.732800444;0.733264254;0.650262467;0.639183363;0.641911932;0.661632839
ko:K10206;0.812987702;0.892207767;0.760472012;0.829901761;0.907777094;0.848135226;0.803628609;0.90492047;0.728505916;0.599501844;0.780018191;0.744363263;0.876584352;0.776291088;0.829076677
ko:K10439;0.85043074;0.925229254;0.72707908;0.917071129;0.803467054;0.924223909;0.87034581;0.869846294;0.908580967;0.795519393;0.806695848;0.919140301;0.628349067;0.689694112;0.792904975
ko:K10441;0.718317899;0.78539615;0.67237833;0.721160113;0.800702665;0.754666004;0.77155707;0.888515082;0.787450942;0.780102954;0.884452381;0.86713934;0.6452731;1.043.237.146;0.852915057
ko:K10541;0.858582661;0.896092053;0.989048588;0.739349022;0.724984684;0.698872013;0.703559101;0.829377777;0.698411522;0.720691237;0.770064862;0.703725654;0.958011115;0.947255041;0.933458358
ko:K10563;0.863857429;0.660063974;0.795450982;0.720245088;0.674776087;0.700044822;0.682464381;0.781906365;0.678769626;0.682759957;0.700582296;0.645752597;0.657859157;0.722617068;0.685418922
ko:K10773;0.888360485;0.774727006;0.7411518;0.746036896;0.756016189;0.738986401;0.760583388;0.810328854;0.737049948;0.670015405;0.655510249;0.793350708;0.696094341;0.746214406;0.744335165
ko:K10778;0.821856923;0.660800674;0.739978162;0.76269211;0.760186499;0.821349048;0.763014036;0.777134665;0.755236362;0.822566769;0.660447944;0.723460388;0.766809475;0.808555085;0.769096637
ko:K10823;0.788347986;0.704971624;0.716122396;0.733203399;0.702323408;0.773082483;0.675249357;0.92578985;0.725767918;0.6925092;0.780685871;0.739343681;0.875941073;0.801690882;0.788053344
ko:K10844;0.675327299;0.690533645;0.924801814;0.73397;0.725332034;0.716348381;0.681532435;0.767075511;0.690737155;0.66006207;0.66331428;0.701991265;0.657830234;0.611628781;0.618413113
ko:K10907;0.712075947;0.769733472;0.728233583;0.765664812;0.86241057;0.727681676;0.778984697;1.066.558.483;0.780058226;0.701907398;0.774402651;0.725409357;0.975397951;0.76451434;0.72716643
ko:K11068;0.755208351;0.721065286;0.790800446;0.779178181;0.773126717;0.798574592;0.856019947;0.788939143;0.822648322;0.767422102;0.641260692;0.693550273;0.69917598;0.706288108;0.800007702
ko:K11069;0.838095287;0.808591577;0.79599305;0.772667756;0.764966386;0.748721457;0.883457744;0.969507895;0.899441128;0.778916604;0.809277226;0.664031565;0.690190715;0.723536754;0.806271382
ko:K11071;0.830581345;0.772087511;0.765912048;0.774633241;0.764260825;0.762335894;0.875753809;0.904667414;0.822690826;0.729085512;0.777928607;0.685970371;0.677294719;0.765336415;0.746200427
ko:K11085;0.784684013;0.777786022;0.772961132;0.787503053;0.759709224;0.772755661;0.751583485;0.92074182;0.727390814;0.697795489;0.859298277;0.780182944;0.921207035;0.817883624;0.811891541
ko:K11105;0.828953541;0.805147123;0.794038767;0.806139021;0.82433858;0.797955128;0.90631867;0.783604765;0.866924126;0.579988858;0.829372043;0.845227582;0.805564855;0.723895477;0.758403817
ko:K11175;0.773920616;0.794948495;0.673715153;0.817593153;0.720781341;0.814579858;0.690929971;0.740947957;0.729401768;0.759728439;0.729930106;0.77912122;0.769364636;0.681483991;0.758209446
ko:K11358;0.802584311;0.819044144;0.660761379;0.825691513;0.962919069;0.831390987;0.79135675;0.824122009;0.761256716;0.737634849;0.691879999;0.682331846;0.841531577;0.791925844;0.774278147
ko:K11717;0.897013281;0.816928563;0.74771022;0.786557332;0.820744724;0.772980232;0.669220561;0.895927814;0.66500535;0.757114016;0.644610728;0.703392698;0.630253325;0.60160901;0.608738929
ko:K11749;0.766905827;0.741576771;0.754606137;0.75207358;0.790896168;0.742304221;0.673338702;0.835803957;0.691884078;0.815510605;0.770111734;0.723699205;0.68070287;0.723327277;0.72586209
ko:K11751;0.834625013;0.841329909;0.800585374;0.699712384;0.799600271;0.7524033;0.921443592;0.937673552;0.882107462;0.787023404;0.720950684;0.742218087;0.647872986;0.696428361;0.678494527
ko:K11752;0.666868349;0.809423624;0.713260705;0.759141619;0.680564715;0.770418391;0.746190665;0.79753663;0.71720184;0.687835197;0.710349432;0.674785766;0.785860229;0.788726302;0.805787983
ko:K11753;0.789830645;0.750909511;0.718519172;0.749105285;0.769489625;0.741515074;0.740211848;0.787504013;0.767357252;0.731673116;0.77728284;0.724471121;0.66444579;0.67760745;0.693230046
ko:K11754;0.766921804;0.759398638;0.70025928;0.783815418;0.758829236;0.768717483;0.691431502;0.731835889;0.743607133;0.727475128;0.67628537;0.759696564;0.649499683;0.623970831;0.641341925
ko:K11928;0.798794381;0.830603571;0.703306816;0.821311674;0.829677134;0.781660402;0.789076234;0.885546425;0.804095244;0.660147202;0.788293934;0.696485161;0.664429606;0.782742118;0.810408605
ko:K11991;0.835722505;0.700941315;0.750906654;0.777747649;0.842371251;0.796643652;0.709451268;0.704216209;0.753308334;0.678482935;0.725140941;0.681693566;0.739599744;0.691027118;0.872942011
ko:K12132;0.794876099;0.786424179;0.778833944;0.775768819;0.81109926;0.778661139;0.754012353;0.75393085;0.762317346;0.757195721;0.729835814;0.807831741;0.629536545;0.699868277;0.730090165
ko:K12257;0.794005606;0.935912358;0.797966864;0.86012308;0.8222004;0.890868581;0.745168004;0.803623598;0.734748537;0.826160087;0.761106987;0.820680581;0.838411756;0.810103077;0.79443382
ko:K12267;0.712010829;0.688127468;0.643962129;0.794781262;0.643122277;0.794977888;0.633797636;1.051.068.559;0.715181208;0.664717377;0.623014122;0.716918167;1.082.722.228;0.999458059;0.810848017
ko:K12308;0.74593877;0.753758624;0.660742918;0.795107409;0.730348582;0.7878408;0.700958309;0.74981074;0.705639617;0.737689897;0.725610077;0.74625355;0.663544808;0.719979516;0.690780488
ko:K12340;0.769995325;0.703153916;0.868358427;0.756124496;0.689581854;0.758567691;0.684653903;0.659160802;0.746116053;0.909698566;0.822297756;0.757213459;0.643193956;0.795201107;0.762650884
ko:K12373;0.848260003;0.727186459;0.683629753;0.776501554;0.731441632;0.774485593;0.741498769;0.770939644;0.864442531;0.765638847;0.707098978;0.748858771;0.60113762;0.632151341;0.641200567
ko:K12410;0.699392846;0.810000152;0.72378092;0.713303109;0.715731481;0.72011148;0.722395042;0.929042571;0.720311155;0.728066227;0.710092029;0.696578944;0.65493891;0.687742842;0.682814529
ko:K12506;0.780605068;0.827889886;0.782896708;0.721063925;0.811810397;0.72210904;0.718523556;0.856206556;0.730913944;0.807442157;0.744644267;0.723054471;0.916587033;0.783785492;0.744827725
ko:K12510;0.698926597;0.716488622;0.702652645;0.726553199;0.754875694;0.697514794;0.630513938;0.69262538;0.631669879;0.713190363;0.732168958;0.663248552;0.631770686;0.624805613;0.662146235
ko:K12573;0.779289227;0.809147212;0.836475225;0.771724896;0.780199454;0.762371548;0.800257526;0.881885727;0.772618308;0.681895337;0.760871404;0.710492555;0.822220987;0.809152279;0.747567132
ko:K12574;0.857919366;0.888134063;0.754113422;0.807462879;0.9779937;0.800509863;0.807933144;0.887313716;0.802817777;0.780302695;0.872469769;0.714057318;0.650974868;0.788019781;0.719386609
ko:K12952;0.722366332;0.800740811;0.696696674;0.721439258;0.793903358;0.694679909;0.749235352;0.653634513;0.887311512;0.722677367;0.641146017;0.780842625;0.72085867;0.671860905;0.678595168
ko:K12960;0.797676545;0.740753669;0.63367262;0.877015307;0.856205604;0.87021518;0.747986642;0.944481439;0.788335148;0.64087554;1.004.987.786;0.726148982;0.701078029;0.716672483;0.72146787
ko:K13010;0.818122613;0.864100264;0.706626888;0.821301836;0.812929329;0.805776014;0.659321911;0.785093593;0.673343726;0.866377054;0.733912056;0.871691089;0.77420498;0.703046812;0.671446356
ko:K13038;0.677454324;0.74767527;0.753395668;0.817668526;0.73422964;0.774403141;0.772818972;0.85078205;0.685822826;0.688468469;0.613316888;0.723977184;0.888149743;0.878574577;0.788177727
ko:K13292;0.800809802;0.789477132;0.696582147;0.79728324;0.882445395;0.805421644;0.783465322;0.879607931;0.748368884;0.67788312;0.778923072;0.699939314;0.732564361;0.737342676;0.71856992
ko:K13542;0.730551757;0.916249956;0.793167408;0.842681015;0.806170708;0.819195455;0.724211628;0.750749613;0.719315591;0.635779902;0.712345684;0.778193386;0.684527965;0.690237064;0.669991047
ko:K13747;0.749269085;0.747357671;0.775958499;0.794594136;0.732699371;0.751289037;0.679702084;0.684824265;0.677924227;0.662481824;0.652059807;0.732917582;0.672282562;0.653565402;0.731523419
ko:K13789;0.810749752;0.740189382;0.746042424;0.821552852;0.807777063;0.826939138;0.901527931;0.816625955;0.87872753;0.904988651;0.799081064;0.835816173;0.792136334;0.826505102;0.82394496
